category,subcategory,model,color,energy_rating,source_page,source,features,raw_text,width_mm,depth_mm,height_mm,install_width_mm,install_depth_mm,install_height_mm,spec_potencia_W,spec_peso_kg,spec_capacidad_bruta_L,spec_capacidad_util_L,spec_capacidad_util_total_L,spec_refrigerador_L,spec_freezer_L,spec_congelador_L,spec_capacidad_kg,spec_programas,spec_rpm,spec_capacidad_secado_kg,spec_cubiertos,spec_extraccion_m3h,spec_ruido_dB,spec_diametro_plato_mm
Pequeños Electrodomésticos,,BATIDORA PLANETARIA BJPLA,,,71,CATALOGO-JAMES-v_3.pdf,,Modelo BATIDORA PLANETARIA BJPLA · Modelo BATIDORA PLANETARIA BJPLA,,,,,,,,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,BATIDORA DE PIE BJP,Blanco,,71,CATALOGO-JAMES-v_3.pdf,"5 Velocidades + función Turbo | Bowl de 2 L de acero inoxidable | Estructura de plástico blanco con pie y base para bowl | Con accesorios: 2 ganchos de repostería, 2 ganchos para masa y 1 batidor en acero inoxidable | Control electrónico de 7 velocidades | Estructura de plástico negro con detalles en acero inoxidable | Bowl de 4,5 L de acero inoxidable | Timer de 15 minutos | Apagado automático | Con accesorios: gancho amasador, mezclador y batidor","Modelo BATIDORA DE PIE BJP COLOR BLANCO · Potencia: 400 W. · 5 Velocidades + función Turbo. · Bowl de 2 L de acero inoxidable. · Estructura de plástico blanco con pie y base para bowl. · Con accesorios: 2 ganchos de repostería, 2 ganchos para masa y 1 batidor en acero inoxidable. · Dimensiones: ancho x profundidad x altura 203 x 296 x 332 mm. COLOR NEGRO · Potencia: 800 W. · Control electrónico de 7 velocidades. · Estructura de plástico negro con detalles en acero inoxidable. · Bowl de 4,5 L de acero inoxidable. · Timer de 15 minutos. · Apagado automático. · Con accesorios: gancho amasador, mezclador y batidor. · Dimensiones: ancho x profundidad x altura 392 x 226 x 324 mm.",203,296,332,,,,400,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,MULTIPROCESADORA MPJ,Negro,,72,CATALOGO-JAMES-v_3.pdf,"2 Velocidades + Pulso | Estructura en plástico negro y transparente | Cuchillas procesadoras de acero inoxidable: rebanador, picador, rallador | Almacenamiento para cable de alimentación | Con accesorios: Vaso Licuadora 1,5 L. Vaso Multiprocesador 1,5 L. Vaso Molinillo de 0,4 L","Modelo MULTIPROCESADORA MPJ COLOR NEGRO · Potencia: 600 W. · 2 Velocidades + Pulso. · Estructura en plástico negro y transparente. · Cuchillas procesadoras de acero inoxidable: rebanador, picador, rallador. · Almacenamiento para cable de alimentación. · Con accesorios: Vaso Licuadora 1,5 L. Vaso Multiprocesador 1,5 L. Vaso Molinillo de 0,4 L. · Dimensiones: ancho x profundidad x altura 250 x 195 x 415 mm. Accesorios FJ-AF16 HORQUILLAS Y EJE SPIEDO PINCHOS PARA BROCHETES",250,195,415,,,,600,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,FREIDORA FJ-AF 5.5,Gris/Negro,,72,CATALOGO-JAMES-v_3.pdf,"Temporizador de 0 a 60 minutos | Temperatura ajustable de 40 a 200 °C | Display LED con control touch | Cesta para freír de 5,5 L | Cocción SIN ACEITE | Sistema de flujo de aire 3D para hacer crujientes los alimentos | Interior antihaderente que facilita la limpieza | Asa fría al tacto para uso seguro | Multifunción: permite hornear, tostar, freír y recalentar","Modelo FREIDORA FJ-AF 5.5 COLOR GRIS/NEGRO · Potencia: 1850 W. · Temporizador de 0 a 60 minutos. · Temperatura ajustable de 40 a 200 °C. · Display LED con control touch. · Cesta para freír de 5,5 L. · Cocción SIN ACEITE. · Sistema de flujo de aire 3D para hacer crujientes los alimentos. · Interior antihaderente que facilita la limpieza. · Asa fría al tacto para uso seguro. · Multifunción: permite hornear, tostar, freír y recalentar. · Dimensiones: ancho x profundidad x altura 285 x 380 x 340 mm. 2 PARRILLAS DE FLUJO DE AIRE",285,380,340,,,,1850,,,,,,,,,,,,,,,
Pequeños Electrodomésticos,,HORNO MULTIFUNCIÓN FJ-AF16,Negro,,72,CATALOGO-JAMES-v_3.pdf,"Eléctrico | 16 Programas | Display LED con control touch | Timer hasta 60 minutos | Temperatura ajustable hasta 200 ºC | Cocción SIN ACEITE | Función de horno, grill y freidora | Spiedo, brochettes, papas fritas | Luz interna","Modelo HORNO MULTIFUNCIÓN FJ-AF16 COLOR NEGRO · Potencia: 1700 W. · Eléctrico. · 16 Programas. · Capacidad: 16 L. · Display LED con control touch. · Timer hasta 60 minutos. · Temperatura ajustable hasta 200 ºC. · Cocción SIN ACEITE. · Función de horno, grill y freidora. · Spiedo, brochettes, papas fritas. · Luz interna. · Dimensiones: ancho x profundidad x altura 360 x 370 x 390 mm. CESTA ROTATIVA DE MALLA HERRAMIENTA EXTRACCIÓN BANDEJA DE GOTEO/VENTILADOR 1 BANDEJA",360,370,390,,,,1700,,,,,,,,,16,,,,,,
Pequeños Electrodomésticos,,CAFETERA AUTOMÁTICA 7000 MOLIENDA AJUSTABLE,Negro,,73,CATALOGO-JAMES-v_3.pdf,,Modelo CAFETERA AUTOMÁTICA 7000 MOLIENDA AJUSTABLE. COLOR NEGRO · Dimensiones: ancho x profundidad x altura 220 x 470 x 370 mm. SISTEMA DE AUTOLIMPIEZA Y DESCALCIFICACIÓN AUTOMÁTICA 72 73,220,470,370,,,,,,,,,,,,,,,,,,,
Estufas,A Supergás,F 100 ◊ DISPOSITIVO DE SEGURIDAD ANTIVUELCO. INFRARROJOS,,,74,CATALOGO-JAMES-v_3.pdf,,Modelo F 100 ◊ DISPOSITIVO DE SEGURIDAD ANTIVUELCO. INFRARROJOS · Dimensiones: ancho x profundidad x altura 420 x 470 (incluye arco protector) x 745 mm.,,,,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,TCC 1400 BK TURBOCALEFACTOR,Negro,,76,CATALOGO-JAMES-v_3.pdf,700 + 700 W | Propulsor de aire | Protector térmico de seguridad | Sistema antivuelco,Modelo TCC 1400 BK TURBOCALEFACTOR COLOR NEGRO · 700 + 700 W. · Propulsor de aire. · Protector térmico de seguridad. · Sistema antivuelco. · Dimensiones: ancho x profundidad x altura 420 x 215 x 280 mm.,420,215,280,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,CEP 1500 W,,,76,CATALOGO-JAMES-v_3.pdf,,Modelo CEP 1500 W · Modelo CEP 1500 W,,,,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,CEP 2300 W DBK CONVECTOR,Blanco,,76,CATALOGO-JAMES-v_3.pdf,1500 W | Termostato | Puede ser montado en la pared | Silencioso | Con ruedas | 2300 W | Display electrónico | 3 niveles de calor + ventilación | Timer de 24 h | Control remoto | Sistema turbofan | Protector térmico de seguridad | De pie o para amurar,Modelo CEP 2300 W DBK CONVECTOR COLOR BLANCO · 1500 W. · Termostato. · Puede ser montado en la pared. · Silencioso. · Con ruedas. · Dimensiones: ancho x profundidad x altura Con ruedas: 615 x 255 x 510 mm. Sin ruedas: 615 x 85 x 420 mm. CONVECTOR COLOR NEGRO · 2300 W · Display electrónico. · Termostato. · 3 niveles de calor + ventilación. · Timer de 24 h. · Control remoto. · Sistema turbofan. · Protector térmico de seguridad. · De pie o para amurar. · Dimensiones: ancho x profundidad x altura Con patas: 685 x 250 x 435 mm. Sin patas: 685 x 115 x 390 mm.,615,255,510,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,CHE 1200,,,76,CATALOGO-JAMES-v_3.pdf,,Modelo CHE 1200 · Modelo CHE 1200,,,,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,BH 1000 E CALEFACTOR HALÓGENO,Blanco,,76,CATALOGO-JAMES-v_3.pdf,400 / 800 W | 3 niveles de potencia | Función Oscilante | Sistema antivuelco | 500 / 1000 W | 2 posiciones de calor,Modelo BH 1000 E CALEFACTOR HALÓGENO COLOR BLANCO · 400 / 800 W. · 3 niveles de potencia · Función Oscilante. · Sistema antivuelco. · Dimensiones: ancho x profundidad x altura 335 x 155 x 510 mm. CALEFACTOR HALÓGENO COLOR BLANCO · 500 / 1000 W. · 2 posiciones de calor. · Sistema antivuelco. · Dimensiones: ancho x profundidad x altura 360 x 160 x 200 mm.,335,155,510,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,RA 1500W G2 RADIADOR DE ACEITE,Blanco Color Negro,,77,CATALOGO-JAMES-v_3.pdf,600 + 900 W | 7 elementos | Termostato | Ruedas giratorias | Guarda cable | 3 posiciones de calor | Protector térmico de seguridad | Sistema antivuelco,Modelo RA 1500W G2 RADIADOR DE ACEITE COLOR BLANCO COLOR NEGRO · 600 + 900 W. · 7 elementos. · Termostato. · Ruedas giratorias. · Guarda cable. · 3 posiciones de calor. · Protector térmico de seguridad. · Sistema antivuelco. · Dimensiones: ancho x profundidad x altura 240 x 340 x 640 mm.,240,340,640,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,RA 2000W G2 RADIADOR DE ACEITE,Blanco Color Negro,,77,CATALOGO-JAMES-v_3.pdf,800 + 1200 W | 9 elementos | Termostato | Ruedas giratorias | Guarda cable | 3 posiciones de calor | Protector térmico de seguridad | Sistema antivuelco,Modelo RA 2000W G2 RADIADOR DE ACEITE COLOR BLANCO COLOR NEGRO · 800 + 1200 W. · 9 elementos. · Termostato. · Ruedas giratorias. · Guarda cable. · 3 posiciones de calor. · Protector térmico de seguridad. · Sistema antivuelco. · Dimensiones: ancho x profundidad x altura 250 x 390 x 640 mm. 76 77,250,390,640,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,CVTB 2000-PTC,,,78,CATALOGO-JAMES-v_3.pdf,,Modelo CVTB 2000-PTC · Modelo CVTB 2000-PTC,,,,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,CVTM 2000-PTC CALOVENTILADOR,Blanco,,78,CATALOGO-JAMES-v_3.pdf,2000 W | Resistencia de cerámica de alta eficiencia térmica | 3 posiciones de calor | Opción de montar en la pared | DE PARED (con kit de instalación) | 2 posiciones de calor + ventilación | Control remoto incluido | Timer | Display LED | Función Oscilante,Modelo CVTM 2000-PTC CALOVENTILADOR COLOR BLANCO · 2000 W. · Resistencia de cerámica de alta eficiencia térmica. · 3 posiciones de calor. · Opción de montar en la pared. · Dimensiones: ancho x profundidad x altura 280 x 360 x 150 mm. CALOVENTILADOR COLOR BLANCO · 2000 W. · DE PARED (con kit de instalación). · Resistencia de cerámica de alta eficiencia térmica. · 2 posiciones de calor + ventilación. · Control remoto incluido. · Timer. · Display LED. · Función Oscilante. · Dimensiones: ancho x profundidad x altura 560 x 120 x 185 mm.,280,360,150,560,120,185,,,,,,,,,,,,,,,,
Estufas,Eléctricas,CVTT 2000 PTC CALOVENTILADOR,Blanco,,78,CATALOGO-JAMES-v_3.pdf,2000 W | Resistencia de cerámica de alta eficiencia térmica | 2 posiciones de calor + ventilación | Display LED | Control remoto | Timer de 8 h | Función Oscilante | Sistema antivuelco,Modelo CVTT 2000 PTC CALOVENTILADOR COLOR BLANCO · 2000 W. · Resistencia de cerámica de alta eficiencia térmica. · 2 posiciones de calor + ventilación. · Display LED. · Control remoto. · Timer de 8 h. · Función Oscilante. · Sistema antivuelco. · Dimensiones: ancho x profundidad x altura 176 x 137 x 500 mm.,176,137,500,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,CVTMS 2000-PTC,,,79,CATALOGO-JAMES-v_3.pdf,,Modelo CVTMS 2000-PTC · Modelo CVTMS 2000-PTC,,,,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,CVTON 1500-PTC,,,79,CATALOGO-JAMES-v_3.pdf,,Modelo CVTON 1500-PTC · Modelo CVTON 1500-PTC,,,,,,,,,,,,,,,,,,,,,,
Estufas,Eléctricas,CVT 1500-PTC P CALOVENTILADOR,Blanco,,79,CATALOGO-JAMES-v_3.pdf,2000 W | Resistencia de cerámica de alta eficiencia térmica | Opción de montar en la pared | Control remoto incluido | Configuración de encendido y apagado diferidos | Función de programación semanal | 2 posiciones de calor + ventilación | Timer | Display LED | 1500 W | 2 posiciones de calor | Función Oscilante | Sistema antivuelco | Timer de 7 h | Indicador LED,Modelo CVT 1500-PTC P CALOVENTILADOR COLOR BLANCO · 2000 W. · Resistencia de cerámica de alta eficiencia térmica. · Opción de montar en la pared. · Control remoto incluido. · Configuración de encendido y apagado diferidos. · Función de programación semanal. · 2 posiciones de calor + ventilación. · Timer. · Display LED. · Dimensiones: ancho x profundidad x altura 450 x 186 x 115 mm. CALOVENTILADOR COLOR GRIS · 1500 W. · Resistencia de cerámica de alta eficiencia térmica. · 2 posiciones de calor. · Función Oscilante. · Sistema antivuelco. · Dimensiones: ancho x profundidad x altura 170 x 126 x 260 mm. CALOVENTILADOR COLOR BLANCO · 1500 W. · Resistencia de cerámica de alta eficiencia térmica. · 2 posiciones de calor + ventilación. · Timer de 7 h. · Indicador LED. · Sistema antivuelco. · Dimensiones: ancho x profundidad x altura 180 x 145 x 255 mm. 78 79,450,186,115,,,,,,,,,,,,,,,,,,,
Ventiladores,,VMJ 9A DE MESA,Blanco,,80,CATALOGO-JAMES-v_3.pdf,2 velocidades | Oscilante | Altura: 400 mm | 28 W,Modelo VMJ 9A DE MESA COLOR BLANCO · 2 velocidades. · Oscilante. · Diámetro: 250 mm. · Altura: 400 mm. · 28 W.,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,,VMJ 12A BK DE MESA,Negro,,80,CATALOGO-JAMES-v_3.pdf,3 velocidades | Oscilante | Altura: 470 mm | 40 W,Modelo VMJ 12A BK DE MESA COLOR NEGRO · 3 velocidades. · Oscilante. · Diámetro: 300 mm. · Altura: 470 mm. · 40 W.,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,,VMJ 16A BK DE MESA,Negro,,80,CATALOGO-JAMES-v_3.pdf,3 velocidades | Oscilante | Altura: 600 mm | 50 W,Modelo VMJ 16A BK DE MESA COLOR NEGRO · 3 velocidades. · Oscilante. · Diámetro: 400 mm. · Altura: 600 mm. · 50 W.,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,,VCA 16 P,,,80,CATALOGO-JAMES-v_3.pdf,,Modelo VCA 16 P · Modelo VCA 16 P,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,,VP 170 BK,,,80,CATALOGO-JAMES-v_3.pdf,,Modelo VP 170 BK · Modelo VP 170 BK,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,,VP 20 M DE PIE,,,80,CATALOGO-JAMES-v_3.pdf,3 velocidades | Oscilante | Altura: 1650 mm | 50 W. DE PIE | Altura: 1300 mm | Altura: 1700 mm | 70 W,Modelo VP 20 M DE PIE · 3 velocidades. · Oscilante. · Diámetro: 400 mm. · Altura: 1650 mm. · 50 W. DE PIE · 3 velocidades. · Oscilante. · Diámetro: 400 mm. · Altura: 1300 mm. · 50 W. DE PIE · 3 velocidades. · Oscilante. · Diámetro: 500 mm. · Altura: 1700 mm. · 70 W.,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,,VWJ 16 KR DE PARED,,,80,CATALOGO-JAMES-v_3.pdf,3 velocidades | Control remoto | Oscilante | 50 W. 80 81,Modelo VWJ 16 KR DE PARED · 3 velocidades. · Control remoto. · Oscilante. · Diámetro: 400 mm. · 50 W. 80 81,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,,VWI-200 G2K DE ALTA VELOCIDAD TIPO INDUSTRIAL DE PARED,,,81,CATALOGO-JAMES-v_3.pdf,3 velocidades | Oscilante | Paletas metálicas | 160 W,Modelo VWI-200 G2K DE ALTA VELOCIDAD TIPO INDUSTRIAL DE PARED · 3 velocidades. · Oscilante. · Paletas metálicas. · Diámetro: 500 mm. · 160 W.,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,,VP 20 BK,,,81,CATALOGO-JAMES-v_3.pdf,,Modelo VP 20 BK · Modelo VP 20 BK,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,,VP 140 EN,,,81,CATALOGO-JAMES-v_3.pdf,,Modelo VP 140 EN · Modelo VP 140 EN,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,,VPI-200 G3K,,,81,CATALOGO-JAMES-v_3.pdf,,Modelo VPI-200 G3K · Modelo VPI-200 G3K,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,,TPJ 16 DE PIE,,,81,CATALOGO-JAMES-v_3.pdf,3 velocidades | Oscilante | Altura: 1700 mm | 70 W. DE PIE | Control remoto | Timer de 1 a 4 horas | Efecto brisa | Altura: 1450 mm | 50 W. DE ALTA VELOCIDAD TIPO INDUSTRIAL DE PIE | 4 velocidades | Paletas metálicas negras | Altura: 1550 mm | 160 W. TURBOCIRCULADOR Color negro | Altura: 480 mm | 55 W,Modelo TPJ 16 DE PIE · 3 velocidades. · Oscilante. · Diámetro: 500 mm. · Altura: 1700 mm. · 70 W. DE PIE · Control remoto. · Timer de 1 a 4 horas. · 3 velocidades. · Oscilante. · Efecto brisa. · Diámetro: 400 mm. · Altura: 1450 mm. · 50 W. DE ALTA VELOCIDAD TIPO INDUSTRIAL DE PIE · 4 velocidades. · Oscilante. · Paletas metálicas negras. · Diámetro: 450 mm. · Altura: 1550 mm. · 160 W. TURBOCIRCULADOR Color negro · 3 velocidades. · Diámetro: 400 mm. · Altura: 480 mm. · 55 W.,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,De Techo,VT 40,Nogal Oscuro,,82,CATALOGO-JAMES-v_3.pdf,,Modelo VT 40 COLOR NOGAL OSCURO · Modelo VT 40 COLOR NOGAL OSCURO,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,De Techo,VT 41,Nogal Claro,,82,CATALOGO-JAMES-v_3.pdf,,Modelo VT 41 COLOR NOGAL CLARO · Modelo VT 41 COLOR NOGAL CLARO,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,De Techo,VT 42,Negro Mate,,82,CATALOGO-JAMES-v_3.pdf,"6 velocidades | 1320 mm | 3 aspas ABS | Inversor de sentido | Timer de 2, 4, 8 horas | Brisa natural | Modo sueño | Modo vacaciones | Control remoto","Modelo VT 42 COLOR NEGRO MATE · 6 velocidades. · 1320 mm. · 3 aspas ABS. · Inversor de sentido. · Timer de 2, 4, 8 horas. · Brisa natural. · Modo sueño. · Modo vacaciones. · Control remoto.",,,,,,,,,,,,,,,,,,,,,,
Ventiladores,De Techo,VTL 43,Nogal Claro,,83,CATALOGO-JAMES-v_3.pdf,,Modelo VTL 43 COLOR NOGAL CLARO · Modelo VTL 43 COLOR NOGAL CLARO,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,De Techo,VTL 44,Nogal Oscuro,,83,CATALOGO-JAMES-v_3.pdf,,Modelo VTL 44 COLOR NOGAL OSCURO · Modelo VTL 44 COLOR NOGAL OSCURO,,,,,,,,,,,,,,,,,,,,,,
Ventiladores,De Techo,VTL 45,Blanco,,83,CATALOGO-JAMES-v_3.pdf,"6 velocidades | 1320 mm | 3 aspas ABS | Luz LED regulable en 3 colores (cálida-neutra-fría) | Inversor de sentido | Timer de 2, 4, 8 horas | Brisa natural | Modo sueño | Luz disuasoria de seguridad/modo vacaciones | Control remoto. 82 83","Modelo VTL 45 COLOR BLANCO · 6 velocidades. · 1320 mm. · 3 aspas ABS. · Luz LED regulable en 3 colores (cálida-neutra-fría). · Inversor de sentido. · Timer de 2, 4, 8 horas. · Brisa natural. · Modo sueño. · Luz disuasoria de seguridad/modo vacaciones. · Control remoto. 82 83",,,,,,,,,,,,,,,,,,,,,,
