category,subcategory,model,color,energy_rating,source_page,source,features,raw_text,width_mm,depth_mm,height_mm,install_width_mm,install_depth_mm,install_height_mm,spec_potencia_W,spec_peso_kg,spec_capacidad_bruta_L,spec_capacidad_util_L,spec_capacidad_util_total_L,spec_refrigerador_L,spec_freezer_L,spec_congelador_L,spec_capacidad_kg,spec_programas,spec_rpm,spec_capacidad_secado_kg,spec_cubiertos,spec_extraccion_m3h,spec_ruido_dB,spec_diametro_plato_mm
Lavavajillas,,LV 10VN INOX,Acero INOXidable,,36,CATALOGO-JAMES-v_3.pdf,7 programas | Lavado rápido de 30 minutos | Display LED multifunción | Interior de acero inoxidable | Bandeja superior + canasto para cubiertos | Función adicional: Media carga | Inicio diferido | Depósito de sal | Bloqueo para niños,Modelo LV 10VN INOX ACERO INOXIDABLE · Capacidad: 10 cubiertos. · 7 programas. · Lavado rápido de 30 minutos. · Display LED multifunción. · Interior de acero inoxidable. · Bandeja superior + canasto para cubiertos. · Función adicional: Media carga. · Inicio diferido. · Depósito de sal. · Bloqueo para niños. · Diámetro de plato: 240 mm. · Dimensiones: Ancho 450 mm. Profundidad con encimera 600 mm. Profundidad sin encimera 580 mm. Altura con encimera 847 mm. Altura sin encimera 815 mm.,,,,,,,,,,,,,,,,7,,,10,,,
Lavavajillas,,LV 15V BL,Blanco,,37,CATALOGO-JAMES-v_3.pdf,,Modelo LV 15V BL COLOR BLANCO · Modelo LV 15V BL COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Lavavajillas,,LV 15V INOX,,,37,CATALOGO-JAMES-v_3.pdf,,Modelo LV 15V INOX · Modelo LV 15V INOX,,,,,,,,,,,,,,,,,,,,,,
Lavavajillas,,LV 14M EMPOTRABLE,Acero INOXidable,,37,CATALOGO-JAMES-v_3.pdf,"8 programas | Lavado rápido de 30 minutos | Display LED multifunción | Interior de acero inoxidable | Bandeja superior + canasto para cubiertos | Función adicional: Media carga | Inicio diferido hasta 24 h | Indicador de proceso de lavado | Depósito de sal | Bloqueo para niños | Display LED con control touch | Luz interior | Funciones adicionales: Lavado a presión, Secado adicional, Express y Ahorro energético | Consumo de agua lavado normal: 13,5 L | Aviso sonoro de fin de lavado | Altura del zócalo: 150 mm. 41 36 37","Modelo LV 14M EMPOTRABLE ACERO INOXIDABLE · Capacidad: 15 cubiertos. · 8 programas. · Lavado rápido de 30 minutos. · Display LED multifunción. · Interior de acero inoxidable. · Bandeja superior + canasto para cubiertos. · Función adicional: Media carga. · Inicio diferido hasta 24 h. · Indicador de proceso de lavado. · Depósito de sal. · Bloqueo para niños. · Diámetro máximo del plato: 300 mm. · Dimensiones: Ancho 600 mm. Profundidad con encimera 600 mm. Profundidad sin encimera 580 mm. Altura con encimera 850 mm. Altura sin encimera 817 mm. INOXIDABLE · Capacidad: 14 cubiertos. · 8 programas. · Lavado rápido de 30 minutos. · Display LED con control touch. · Luz interior. · Interior de acero inoxidable. · Funciones adicionales: Lavado a presión, Secado adicional, Express y Ahorro energético. · Consumo de agua lavado normal: 13,5 L. · Aviso sonoro de fin de lavado. · Inicio diferido hasta 24 h. · Diámetro máximo del plato: 305 mm. · Dimensiones: ancho x profundidad x altura 598 x 550 x 815 mm. · Dimensiones para la instalación: ancho x profundidad x altura 600 x 580 x 820 mm. · Altura del zócalo: 150 mm. 41 36 37",598,550,815,600,580,820,,,,,,,,,,8,,,15,,,
Cocinas,A Gas,C 105 B BLANCO,Blanco,,38,CATALOGO-JAMES-v_3.pdf,,Modelo C 105 B BLANCO COLOR BLANCO · Modelo C 105 B BLANCO COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,A Gas,C 105 B NEGRO,Negro,,38,CATALOGO-JAMES-v_3.pdf,,Modelo C 105 B NEGRO COLOR NEGRO · Modelo C 105 B NEGRO COLOR NEGRO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,A Gas,C 105 B TITANIUM,Gris,,38,CATALOGO-JAMES-v_3.pdf,4 hornallas y horno a Supergás | Doble vidrio en la puerta del horno | Manija de metal en la puerta del horno | Entrada de gas a la izquierda (vista de frente) | TERMOCUPLA DE SEGURIDAD EN HORNO. 38 39,Modelo C 105 B TITANIUM COLOR GRIS · 4 hornallas y horno a Supergás. · Doble vidrio en la puerta del horno. · Manija de metal en la puerta del horno. · Entrada de gas a la izquierda (vista de frente). · Dimensiones: ancho x profundidad x altura 489 x 573 x 885 mm. · TERMOCUPLA DE SEGURIDAD EN HORNO. 38 39,489,573,885,,,,,,,,,,,,,,,,,,,
Cocinas,A Gas,C-510 MIT G2,Acero INOXidable,,39,CATALOGO-JAMES-v_3.pdf,4 hornallas y horno a Supergás - Gas Natural | Parrillas símil hierro fundido | Doble vidrio en la puerta del horno | 1 bandeja | Entrada de gas a la derecha (vista de frente) | TERMOCUPLA DE SEGURIDAD EN HORNO,Modelo C-510 MIT G2 FRENTE DE ACERO INOXIDABLE · 4 hornallas y horno a Supergás - Gas Natural. · Parrillas símil hierro fundido. · Doble vidrio en la puerta del horno. · 1 bandeja. · Entrada de gas a la derecha (vista de frente). · Dimensiones: ancho x profundidad x altura 500 x 560 x 890 mm. · TERMOCUPLA DE SEGURIDAD EN HORNO.,500,560,890,,,,,,,,,,,,,,,,,,,
Cocinas,A Gas,C 150 B BLANCO,Blanco,,39,CATALOGO-JAMES-v_3.pdf,,Modelo C 150 B BLANCO COLOR BLANCO · Modelo C 150 B BLANCO COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,A Gas,C 150 B NEGRO,Negro,,39,CATALOGO-JAMES-v_3.pdf,,Modelo C 150 B NEGRO · Modelo C 150 B NEGRO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,A Gas,C 505 MBT G2,Negro,,39,CATALOGO-JAMES-v_3.pdf,,Modelo C 505 MBT G2 COLOR NEGRO · Modelo C 505 MBT G2 COLOR NEGRO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,A Gas,C 150 B TITANIUM,Blanco Color Gris,,39,CATALOGO-JAMES-v_3.pdf,5 hornallas y horno a Supergás | Quemador central mega llama | Doble vidrio en la puerta del horno | Manija de metal en la puerta del horno | Entrada de gas a la izquierda (vista de frente) | TERMOCUPLA DE SEGURIDAD EN HORNO,Modelo C 150 B TITANIUM COLOR BLANCO COLOR GRIS · 5 hornallas y horno a Supergás. · Quemador central mega llama. · Doble vidrio en la puerta del horno. · Manija de metal en la puerta del horno. · Entrada de gas a la izquierda (vista de frente). · Dimensiones: ancho x profundidad x altura 759 x 573 x 885 mm. · TERMOCUPLA DE SEGURIDAD EN HORNO.,759,573,885,,,,,,,,,,,,,,,,,,,
Cocinas,A Gas,C 506 MNT,Negro,,39,CATALOGO-JAMES-v_3.pdf,4 hornallas Supergás - Gas Natural | Doble vidrio en la puerta del horno | 1 bandeja | Entrada de gas a la derecha (vista de frente) | TERMOCUPLA DE SEGURIDAD EN HORNO. Para su tranquilidad todos nuestros modelos a Gas o Supergás cuentan con TERMOCUPLA DE SEGURIDAD EN EL HORNO,Modelo C 506 MNT COLOR NEGRO · 4 hornallas Supergás - Gas Natural. · Doble vidrio en la puerta del horno. · 1 bandeja. · Entrada de gas a la derecha (vista de frente). · Dimensiones: ancho x profundidad x altura 500 x 560 x 890 mm. · TERMOCUPLA DE SEGURIDAD EN HORNO. Para su tranquilidad todos nuestros modelos a Gas o Supergás cuentan con TERMOCUPLA DE SEGURIDAD EN EL HORNO,500,560,890,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Mesada de Vidrio Negro,C 690 V BLANCO,Blanco,,40,CATALOGO-JAMES-v_3.pdf,,Modelo C 690 V BLANCO COLOR BLANCO · Modelo C 690 V BLANCO COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Mesada de Vidrio Negro,C 690 V NEGRO,Negro,,40,CATALOGO-JAMES-v_3.pdf,,Modelo C 690 V NEGRO COLOR NEGRO · Modelo C 690 V NEGRO COLOR NEGRO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Mesada de Vidrio Negro,C 690 V TITANIUM,Gris,,40,CATALOGO-JAMES-v_3.pdf,,Modelo C 690 V TITANIUM COLOR GRIS · Modelo C 690 V TITANIUM COLOR GRIS,,,,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Mesada de Vidrio Negro,C 690 V INOX,Acero INOXidable,,40,CATALOGO-JAMES-v_3.pdf,4 hornallas y horno a Supergás | Mesada top control (perillas sobre mesada) | Parrillas individuales | Doble vidrio en la puerta del horno | 1 bandeja | TERMOCUPLA DE SEGURIDAD EN HORNO. 40 41,Modelo C 690 V INOX FRENTE DE ACERO INOXIDABLE · 4 hornallas y horno a Supergás. · Mesada top control (perillas sobre mesada). · Parrillas individuales. · Doble vidrio en la puerta del horno. · 1 bandeja. · Dimensiones: ancho x profundidad x altura 480 x 595 x 879 mm. · TERMOCUPLA DE SEGURIDAD EN HORNO. 40 41,480,595,879,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Mesada de Vidrio Negro,C 700 V BLANCO,Blanco,,41,CATALOGO-JAMES-v_3.pdf,,Modelo C 700 V BLANCO COLOR BLANCO · Modelo C 700 V BLANCO COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Mesada de Vidrio Negro,C 700 V G2 NEGRO,Negro,,41,CATALOGO-JAMES-v_3.pdf,,Modelo C 700 V G2 NEGRO COLOR NEGRO · Modelo C 700 V G2 NEGRO COLOR NEGRO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Mesada de Vidrio Negro,C 700 V G2 TITANIUM,Gris,,41,CATALOGO-JAMES-v_3.pdf,4 Hornallas y horno a Supergás | Mesada top control (perillas sobre mesada) | Parrillas individuales de hierro fundido | Doble vidrio en la puerta del horno | 2 parrillas de horno | 1 bandeja | TERMOCUPLA DE SEGURIDAD EN HORNO,Modelo C 700 V G2 TITANIUM COLOR GRIS · 4 Hornallas y horno a Supergás. · Mesada top control (perillas sobre mesada). · Parrillas individuales de hierro fundido. · Doble vidrio en la puerta del horno. · 2 parrillas de horno. · 1 bandeja. · Dimensiones: ancho x profundidad x altura 515 x 638 x 942 mm. · TERMOCUPLA DE SEGURIDAD EN HORNO.,515,638,942,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Mesada de Vidrio Negro,C 695 V BLANCO,Blanco,,41,CATALOGO-JAMES-v_3.pdf,,Modelo C 695 V BLANCO COLOR BLANCO · Modelo C 695 V BLANCO COLOR BLANCO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Mesada de Vidrio Negro,C 695 V NEGRO,Negro,,41,CATALOGO-JAMES-v_3.pdf,,Modelo C 695 V NEGRO COLOR NEGRO · Modelo C 695 V NEGRO COLOR NEGRO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Mesada de Vidrio Negro,C 695 V TITANIUM,Gris,,41,CATALOGO-JAMES-v_3.pdf,5 hornallas y horno a Supergás | Mesada top control (perillas sobre mesada) | Parrillas individuales | Doble vidrio en la puerta del horno | 1 bandeja | TERMOCUPLA DE SEGURIDAD EN HORNO. Para su tranquilidad todos nuestros modelos a Gas o Supergás cuentan con TERMOCUPLA DE SEGURIDAD EN EL HORNO,Modelo C 695 V TITANIUM COLOR GRIS · 5 hornallas y horno a Supergás. · Mesada top control (perillas sobre mesada). · Parrillas individuales. · Doble vidrio en la puerta del horno. · 1 bandeja. · Dimensiones: ancho x profundidad x altura 750 x 595 x 885 mm. · TERMOCUPLA DE SEGURIDAD EN HORNO. Para su tranquilidad todos nuestros modelos a Gas o Supergás cuentan con TERMOCUPLA DE SEGURIDAD EN EL HORNO,750,595,885,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Grill,C 804 V NEGRO,Negro,,42,CATALOGO-JAMES-v_3.pdf,"4 hornallas y horno supergás | Mesada top control (perillas sobre mesada) | Parrillas individuales de hierro fundido | Manija de aluminio | Doble vidrio en la puerta del horno | Luz en el horno | Encendido electrónico total | Horno enlozado | 1 bandeja | 2 parrillas de horno, una de ellas deslizable | Entrada de gas a la izquierda (vista de frente) | TERMOCUPLA DE SEGURIDAD EN HORNO","Modelo C 804 V NEGRO COLOR NEGRO · 4 hornallas y horno supergás. · Mesada top control (perillas sobre mesada). · Parrillas individuales de hierro fundido. · Manija de aluminio. · Doble vidrio en la puerta del horno. · Luz en el horno. · Encendido electrónico total. · Horno enlozado. · 1 bandeja. · 2 parrillas de horno, una de ellas deslizable. · Entrada de gas a la izquierda (vista de frente). · Dimensiones: ancho x profundidad x altura 520 x 660 x 940 mm. · TERMOCUPLA DE SEGURIDAD EN HORNO.",520,660,940,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Grill,C 805 V NEGRO,Negro,,42,CATALOGO-JAMES-v_3.pdf,"5 hornallas y horno supergás | Quemador central triple corona | Mesada top control (perillas sobre mesada) | Parrillas individuales de hierro fundido | Manija de aluminio | Doble vidrio en la puerta del horno | Luz en el horno | Encendido electrónico total | Horno enlozado | 1 bandeja | 2 parrillas de horno, una de ellas deslizable | Entrada de gas a la izquierda (vista de frente) | TERMOCUPLA DE SEGURIDAD EN HORNO","Modelo C 805 V NEGRO COLOR NEGRO · 5 hornallas y horno supergás. · Quemador central triple corona · Mesada top control (perillas sobre mesada). · Parrillas individuales de hierro fundido. · Manija de aluminio. · Doble vidrio en la puerta del horno. · Luz en el horno. · Encendido electrónico total. · Horno enlozado. · 1 bandeja. · 2 parrillas de horno, una de ellas deslizable. · Entrada de gas a la izquierda (vista de frente). · Dimensiones: ancho x profundidad x altura 770 x 660 x 940 mm. · TERMOCUPLA DE SEGURIDAD EN HORNO.",770,660,940,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Grill,C-212 A TKS - INOX,Acero INOXidable,,43,CATALOGO-JAMES-v_3.pdf,4 hornallas y horno a Supergás - Gas natural (incluye kit de conversión) | Mesada de acero inoxidable | Timer mecánico sonoro | Doble vidrio en la puerta del horno | 1 bandeja | Tapa de vidrio | Entrada de gas a la derecha (vista de frente) | TERMOCUPLA DE SEGURIDAD EN HORNO,Modelo C-212 A TKS - INOX FRENTE DE ACERO INOXIDABLE · 4 hornallas y horno a Supergás - Gas natural (incluye kit de conversión). · Mesada de acero inoxidable. · Timer mecánico sonoro. · Doble vidrio en la puerta del horno. · 1 bandeja. · Tapa de vidrio. · Entrada de gas a la derecha (vista de frente). · Dimensiones: ancho x profundidad x altura 500 x 550 x 850 mm. · TERMOCUPLA DE SEGURIDAD EN HORNO.,500,550,850,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Grill,C-26A TKS G3,,,43,CATALOGO-JAMES-v_3.pdf,,Modelo C-26A TKS G3 · Modelo C-26A TKS G3,,,,,,,,,,,,,,,,,,,,,,
Cocinas,Gas con Grill,C-325 G2 INOX,Acero INOXidable,,43,CATALOGO-JAMES-v_3.pdf,4 hornallas y horno a Supergás - Gas natural (incluye kit de conversión) | Mesada de acero inoxidable | Convector | Quemador triple corona | Parrillas de hierro fundido | Timer digital sonoro | Doble vidrio en la puerta del horno | 2 bandejas:1 simple y 1 profunda | Tapa de vidrio | Entrada de gas a la derecha (vista de frente) | TERMOCUPLA DE SEGURIDAD EN HORNO. FRENTE DE ACERO INOXIDABLE | Puerta de vidrio espejado | Timer mecánico sonoro | 1 bandeja | Entrada de gas a ambos lados originalmente a la derecha (vista de frente) | TERMOCUPLA DE SEGURIDAD EN HORNO. Para su tranquilidad todos nuestros modelos a Gas o Supergás cuentan con TERMOCUPLA DE SEGURIDAD EN EL HORNO 42 43,Modelo C-325 G2 INOX FRENTE DE ACERO INOXIDABLE · 4 hornallas y horno a Supergás - Gas natural (incluye kit de conversión). · Mesada de acero inoxidable. · Convector. · Quemador triple corona. · Parrillas de hierro fundido. · Timer digital sonoro. · Doble vidrio en la puerta del horno. · 2 bandejas:1 simple y 1 profunda. · Tapa de vidrio. · Entrada de gas a la derecha (vista de frente). · Dimensiones: ancho x profundidad x altura 600 x 630 x 860 mm · TERMOCUPLA DE SEGURIDAD EN HORNO. FRENTE DE ACERO INOXIDABLE · 4 hornallas y horno a Supergás - Gas natural (incluye kit de conversión). · Mesada de acero inoxidable. · Parrillas de hierro fundido. · Quemador triple corona. · Doble vidrio en la puerta del horno. · Puerta de vidrio espejado. · Timer mecánico sonoro. · 1 bandeja. · Entrada de gas a ambos lados originalmente a la derecha (vista de frente). · Dimensiones: ancho x profundidad x altura 600 x 630 x 850 mm. · TERMOCUPLA DE SEGURIDAD EN HORNO. Para su tranquilidad todos nuestros modelos a Gas o Supergás cuentan con TERMOCUPLA DE SEGURIDAD EN EL HORNO 42 43,600,630,860,,,,,,,,,,,,,,,,,,,
Cocinas,Combinadas,C 205 B BLANCO,Blanco,,44,CATALOGO-JAMES-v_3.pdf,,Modelo C 205 B BLANCO · Modelo C 205 B BLANCO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,Combinadas,C-550 TKS N,Blanco Color Negro,,44,CATALOGO-JAMES-v_3.pdf,4 hornallas a Supergás - Gas natural (incluye kit de conversión) | Mesada enlozada negra | Horno eléctrico de 4 funciones | Luz en el horno | Grill | Termostato | 1 bandeja | Tapa de vidrio | Entrada de gas a la derecha (vista de frente),Modelo C-550 TKS N COLOR BLANCO COLOR NEGRO · 4 hornallas a Supergás - Gas natural (incluye kit de conversión). · Mesada enlozada negra. · Horno eléctrico de 4 funciones. · Luz en el horno. · Grill. · Termostato. · 1 bandeja. · Tapa de vidrio. · Entrada de gas a la derecha (vista de frente). · Dimensiones: ancho x profundidad x altura 500 x 560 x 855 mm.,500,560,855,,,,,,,,,,,,,,,,,,,
Cocinas,Combinadas,C 205 B NEGRO,Negro,,44,CATALOGO-JAMES-v_3.pdf,,Modelo C 205 B NEGRO COLOR NEGRO · Modelo C 205 B NEGRO COLOR NEGRO,,,,,,,,,,,,,,,,,,,,,,
Cocinas,Combinadas,C 205 B TITANIUM,Gris,,44,CATALOGO-JAMES-v_3.pdf,4 hornallas a Supergás | Mesada de acero inoxidable | Tapa de vidrio | Entrada de gas a la izquierda (vista de frente),Modelo C 205 B TITANIUM COLOR GRIS · 4 hornallas a Supergás. · Mesada de acero inoxidable. · Tapa de vidrio. · Entrada de gas a la izquierda (vista de frente). · Dimensiones: ancho x profundidad x altura 489 x 573 x 885 mm.,489,573,885,,,,,,,,,,,,,,,,,,,
Cocinas,Combinadas,C-555 TKS INOX,,,45,CATALOGO-JAMES-v_3.pdf,,Modelo C-555 TKS INOX · Modelo C-555 TKS INOX,,,,,,,,,,,,,,,,,,,,,,
